#                                                                                          --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name                                   accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#                           ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
ACT504.13855__CP199221_2680_2977968_2978862_neg -          LysR_substrate       PF03466.25   5.5e-45  151.7   1.4   7.7e-45  151.3   1.4   1.1   1   0   0   1   1   1   1 -
ACT504.09485__CP199221_1847_2015802_2016723_pos -          LysR_substrate       PF03466.25   6.4e-45  151.5   1.4   8.4e-45  151.1   1.4   1.2   1   0   0   1   1   1   1 -
ACT504.29785__CP199221_5747_6352379_6353312_pos -          LysR_substrate       PF03466.25   1.8e-44  150.1   0.4   2.5e-44  149.6   0.4   1.2   1   0   0   1   1   1   1 -
ACT504.15655__CP199221_3027_3373004_3373892_neg -          LysR_substrate       PF03466.25   2.4e-44  149.6   5.7   4.2e-44  148.8   5.7   1.3   1   0   0   1   1   1   1 -
ACT504.16605__CP199221_3213_3585328_3586216_pos -          LysR_substrate       PF03466.25   2.7e-44  149.5   4.4     4e-44  148.9   4.4   1.3   1   0   0   1   1   1   1 -
ACT504.08475__CP199221_1649_1809812_1810733_neg -          LysR_substrate       PF03466.25   8.7e-44  147.8   5.2   8.7e-44  147.8   5.2   1.6   2   1   0   2   2   1   1 -
ACT504.14945__CP199221_2886_3221530_3222478_pos -          LysR_substrate       PF03466.25   1.6e-43  147.0   1.5     2e-43  146.6   1.5   1.1   1   0   0   1   1   1   1 -
ACT504.11060__CP199221_2151_2353637_2354585_neg -          LysR_substrate       PF03466.25   1.7e-43  146.9   8.5   2.2e-43  146.5   8.5   1.2   1   0   0   1   1   1   1 -
ACT504.12915__CP199221_2499_2710752_2711664_pos -          LysR_substrate       PF03466.25   3.2e-43  146.0   4.9   3.2e-43  146.0   4.9   1.4   2   0   0   2   2   1   1 -
ACT504.27305__CP199221_5263_5806186_5807125_pos -          LysR_substrate       PF03466.25   1.6e-42  143.7   1.8   2.6e-42  143.0   1.8   1.3   1   0   0   1   1   1   1 -
ACT504.01205__CP199221_233_250626_251568_pos    -          LysR_substrate       PF03466.25   2.6e-42  143.0   5.7   3.3e-42  142.7   5.7   1.1   1   0   0   1   1   1   1 -
ACT504.13245__CP199221_2564_2786305_2787220_pos -          LysR_substrate       PF03466.25   2.8e-42  142.9   2.6   4.2e-42  142.3   2.6   1.3   1   0   0   1   1   1   1 -
ACT504.10860__CP199221_2112_2315133_2316027_pos -          LysR_substrate       PF03466.25   7.1e-42  141.6   4.2   1.1e-41  141.0   4.2   1.3   1   0   0   1   1   1   1 -
ACT504.15435__CP199221_2984_3321858_3322809_neg -          LysR_substrate       PF03466.25   7.3e-42  141.5   4.4     1e-41  141.1   4.4   1.2   1   0   0   1   1   1   1 -
ACT504.22390__CP199221_4329_4766073_4766958_pos -          LysR_substrate       PF03466.25   1.3e-41  140.8   8.0   1.3e-41  140.8   8.0   1.7   2   0   0   2   2   2   1 -
ACT504.07100__CP199221_1379_1516577_1517498_neg -          LysR_substrate       PF03466.25   1.4e-41  140.6   0.8   1.9e-41  140.2   0.8   1.2   1   0   0   1   1   1   1 -
ACT504.05415__CP199221_1047_1150901_1151855_neg -          LysR_substrate       PF03466.25   1.9e-41  140.2   0.0   2.5e-41  139.8   0.0   1.1   1   0   0   1   1   1   1 -
ACT504.02235__CP199221_435_476664_477573_pos    -          LysR_substrate       PF03466.25   2.9e-41  139.6   1.0   3.7e-41  139.2   1.0   1.2   1   0   0   1   1   1   1 -
ACT504.18310__CP199221_3541_3917688_3918570_neg -          LysR_substrate       PF03466.25   3.4e-41  139.3   5.9   4.7e-41  138.9   5.9   1.2   1   0   0   1   1   1   1 -
ACT504.02615__CP199221_511_553871_554750_neg    -          LysR_substrate       PF03466.25   1.1e-40  137.7   6.6   1.1e-40  137.7   6.6   1.5   2   0   0   2   2   1   1 -
ACT504.06065__CP199221_1174_1286143_1287079_neg -          LysR_substrate       PF03466.25   1.6e-40  137.2   4.4   2.2e-40  136.7   4.4   1.2   1   0   0   1   1   1   1 -
ACT504.17565__CP199221_3394_3765512_3766487_neg -          LysR_substrate       PF03466.25   2.2e-40  136.7   0.0   2.8e-40  136.4   0.0   1.2   1   0   0   1   1   1   1 -
ACT504.07220__CP199221_1403_1541386_1542307_pos -          LysR_substrate       PF03466.25   2.3e-40  136.6   7.5   2.3e-40  136.6   7.5   1.7   2   0   0   2   2   2   1 -
ACT504.19845__CP199221_3837_4244925_4245786_pos -          LysR_substrate       PF03466.25   2.9e-40  136.3   6.2   4.2e-40  135.8   6.2   1.3   1   0   0   1   1   1   1 -
ACT504.20600__CP199221_3985_4404302_4405214_neg -          LysR_substrate       PF03466.25     3e-40  136.3   2.0   4.4e-40  135.7   2.0   1.2   1   0   0   1   1   1   1 -
ACT504.05715__CP199221_1105_1216154_1217051_neg -          LysR_substrate       PF03466.25   4.5e-40  135.7   5.3   5.9e-40  135.3   5.3   1.2   1   0   0   1   1   1   1 -
ACT504.06075__CP199221_1176_1288501_1289410_neg -          LysR_substrate       PF03466.25   6.8e-40  135.1  10.2   6.8e-40  135.1  10.2   1.4   2   0   0   2   2   1   1 -
ACT504.08495__CP199221_1653_1813700_1814615_neg -          LysR_substrate       PF03466.25   2.6e-39  133.2   5.7   4.3e-39  132.5   5.7   1.3   1   0   0   1   1   1   1 -
ACT504.01120__CP199221_216_232221_233151_neg    -          LysR_substrate       PF03466.25   3.1e-39  133.0   0.1   4.5e-39  132.4   0.1   1.2   1   0   0   1   1   1   1 -
ACT504.14190__CP199221_2745_3050678_3051602_pos -          LysR_substrate       PF03466.25     4e-39  132.6   1.1   5.2e-39  132.2   1.1   1.1   1   0   0   1   1   1   1 -
ACT504.12455__CP199221_2417_2622614_2623559_neg -          LysR_substrate       PF03466.25   4.1e-39  132.5   4.2   5.5e-39  132.1   4.2   1.1   1   0   0   1   1   1   1 -
ACT504.03760__CP199221_725_786012_786945_pos    -          LysR_substrate       PF03466.25   8.6e-39  131.5   2.8   1.5e-38  130.7   2.8   1.4   1   0   0   1   1   1   1 -
ACT504.20915__CP199221_4047_4471563_4472478_neg -          LysR_substrate       PF03466.25   9.9e-39  131.3   5.0   9.9e-39  131.3   5.0   1.5   2   0   0   2   2   1   1 -
ACT504.19050__CP199221_3686_4075216_4076146_neg -          LysR_substrate       PF03466.25   1.6e-38  130.6   2.6     2e-38  130.3   2.6   1.1   1   0   0   1   1   1   1 -
ACT504.19075__CP199221_3691_4080498_4081392_neg -          LysR_substrate       PF03466.25   2.9e-38  129.8   2.4   4.2e-38  129.3   2.4   1.2   1   0   0   1   1   1   1 -
ACT504.00695__CP199221_134_144950_145841_neg    -          LysR_substrate       PF03466.25   4.9e-38  129.0   6.6   7.6e-38  128.4   6.6   1.3   1   0   0   1   1   1   1 -
ACT504.13040__CP199221_2524_2745410_2746283_neg -          LysR_substrate       PF03466.25     5e-38  129.0   4.1     8e-38  128.3   4.1   1.3   1   0   0   1   1   1   1 -
ACT504.00985__CP199221_192_208435_209368_neg    -          LysR_substrate       PF03466.25   5.6e-38  128.8   0.1   7.5e-38  128.4   0.1   1.2   1   0   0   1   1   1   1 -
ACT504.16135__CP199221_3122_3475518_3476454_pos -          LysR_substrate       PF03466.25     6e-38  128.8   6.6   8.8e-38  128.2   6.6   1.3   1   0   0   1   1   1   1 -
ACT504.15490__CP199221_2995_3334083_3335037_neg -          LysR_substrate       PF03466.25   6.3e-38  128.7   1.7   9.1e-38  128.2   1.7   1.3   1   0   0   1   1   1   1 -
ACT504.22100__CP199221_4272_4700325_4701270_neg -          LysR_substrate       PF03466.25   7.1e-38  128.5   0.0     1e-37  128.0   0.0   1.2   1   0   0   1   1   1   1 -
ACT504.21415__CP199221_4146_4571662_4572592_pos -          LysR_substrate       PF03466.25   8.9e-38  128.2   6.5   1.1e-37  127.8   6.5   1.1   1   0   0   1   1   1   1 -
ACT504.05065__CP199221_979_1067478_1068348_neg  -          LysR_substrate       PF03466.25   9.8e-38  128.1   2.0   1.5e-37  127.5   2.0   1.3   1   0   0   1   1   1   1 -
ACT504.06475__CP199221_1256_1380789_1381695_neg -          LysR_substrate       PF03466.25   9.8e-37  124.8   5.7   1.5e-36  124.2   5.7   1.2   1   0   0   1   1   1   1 -
ACT504.03700__CP199221_713_770513_771368_neg    -          LysR_substrate       PF03466.25   9.8e-37  124.8   3.3   1.5e-36  124.2   3.3   1.3   1   0   0   1   1   1   1 -
ACT504.08520__CP199221_1658_1819292_1820237_pos -          LysR_substrate       PF03466.25     1e-36  124.7   7.2     1e-36  124.7   7.2   1.7   2   0   0   2   2   2   1 -
ACT504.00165__CP199221_30_34038_34938_pos       -          LysR_substrate       PF03466.25   1.6e-36  124.1   6.3   2.3e-36  123.6   6.3   1.3   1   0   0   1   1   1   1 -
ACT504.23500__CP199221_4539_5017899_5018838_neg -          LysR_substrate       PF03466.25   3.7e-36  122.9   5.6   3.7e-36  122.9   5.6   1.7   2   0   0   2   2   2   1 -
ACT504.08485__CP199221_1651_1812465_1813410_pos -          LysR_substrate       PF03466.25   3.8e-36  122.9   5.3   7.9e-36  121.8   5.3   1.5   1   0   0   1   1   1   1 -
ACT504.03930__CP199221_757_818039_818930_neg    -          LysR_substrate       PF03466.25   3.9e-36  122.8   3.2   5.8e-36  122.3   3.2   1.2   1   0   0   1   1   1   1 -
ACT504.20400__CP199221_3946_4360037_4360928_pos -          LysR_substrate       PF03466.25   6.6e-36  122.1  11.1   1.1e-35  121.3  11.1   1.3   1   0   0   1   1   1   1 -
ACT504.13535__CP199221_2620_2881795_2882764_pos -          LysR_substrate       PF03466.25   7.2e-36  122.0   2.4     1e-35  121.5   2.4   1.2   1   0   0   1   1   1   1 -
ACT504.28115__CP199221_5423_6002163_6003129_pos -          LysR_substrate       PF03466.25   1.7e-35  120.7  10.1   2.7e-35  120.1  10.1   1.3   1   0   0   1   1   1   1 -
ACT504.03880__CP199221_748_807522_808434_pos    -          LysR_substrate       PF03466.25     2e-35  120.5   8.6   3.2e-35  119.8   8.6   1.3   1   0   0   1   1   1   1 -
ACT504.04105__CP199221_792_863926_864817_pos    -          LysR_substrate       PF03466.25   2.1e-35  120.5   4.7   2.7e-35  120.1   4.7   1.2   1   0   0   1   1   1   1 -
ACT504.28815__CP199221_5558_6134164_6135085_pos -          LysR_substrate       PF03466.25   3.4e-35  119.8   5.2     5e-35  119.2   5.2   1.3   1   0   0   1   1   1   1 -
ACT504.20255__CP199221_3917_4332134_4333028_pos -          LysR_substrate       PF03466.25   4.2e-35  119.5  11.4   6.9e-35  118.7  11.4   1.4   1   0   0   1   1   1   1 -
ACT504.12820__CP199221_2483_2689826_2690759_neg -          LysR_substrate       PF03466.25   4.4e-35  119.4   1.5   5.7e-35  119.0   1.5   1.2   1   0   0   1   1   1   1 -
ACT504.00840__CP199221_163_176162_177080_pos    -          LysR_substrate       PF03466.25   5.4e-35  119.1   8.1   6.8e-35  118.8   8.1   1.1   1   0   0   1   1   1   1 -
ACT504.11830__CP199221_2298_2476702_2477629_neg -          LysR_substrate       PF03466.25   5.7e-35  119.0   2.9     1e-34  118.2   2.9   1.4   1   0   0   1   1   1   1 -
ACT504.27650__CP199221_5330_5886813_5887698_neg -          LysR_substrate       PF03466.25   1.7e-34  117.5   8.7   1.7e-34  117.5   8.7   1.6   2   0   0   2   2   1   1 -
ACT504.11010__CP199221_2141_2342953_2343910_neg -          LysR_substrate       PF03466.25   1.1e-33  114.9   4.4   1.1e-33  114.9   4.4   1.5   2   0   0   2   2   1   1 -
ACT504.10850__CP199221_2110_2313531_2314437_pos -          LysR_substrate       PF03466.25   5.9e-33  112.4   4.5     1e-32  111.7   4.5   1.3   1   0   0   1   1   1   1 -
ACT504.29530__CP199221_5696_6298711_6299635_neg -          LysR_substrate       PF03466.25     4e-32  109.7   4.4   5.7e-32  109.2   4.4   1.2   1   0   0   1   1   1   1 -
ACT504.04830__CP199221_935_1022306_1023200_neg  -          LysR_substrate       PF03466.25   8.9e-32  108.6   5.2   1.5e-31  107.9   5.2   1.3   1   0   0   1   1   1   1 -
ACT504.22785__CP199221_4406_4853036_4853951_pos -          LysR_substrate       PF03466.25   1.1e-31  108.3   9.0   1.1e-31  108.3   9.0   1.9   2   0   0   2   2   2   1 -
ACT504.19750__CP199221_3820_4225246_4226155_pos -          LysR_substrate       PF03466.25   2.1e-31  107.4   9.7   2.9e-31  106.9   9.7   1.2   1   0   0   1   1   1   1 -
ACT504.01070__CP199221_206_223725_224619_pos    -          LysR_substrate       PF03466.25   4.7e-31  106.2   4.3   4.7e-31  106.2   4.3   1.8   2   0   0   2   2   2   1 -
ACT504.15445__CP199221_2986_3324108_3325014_pos -          LysR_substrate       PF03466.25     1e-30  105.2   8.6   1.9e-30  104.2   8.6   1.4   1   0   0   1   1   1   1 -
ACT504.14820__CP199221_2864_3192272_3193223_neg -          LysR_substrate       PF03466.25   1.3e-30  104.8   0.7   1.9e-30  104.2   0.7   1.3   1   0   0   1   1   1   1 -
ACT504.23510__CP199221_4541_5020343_5021219_pos -          LysR_substrate       PF03466.25   5.6e-30  102.7   1.1   8.9e-30  102.1   1.1   1.2   1   0   0   1   1   1   1 -
ACT504.09000__CP199221_1752_1917754_1918684_neg -          LysR_substrate       PF03466.25     1e-29  101.9   2.5   1.7e-29  101.2   2.5   1.3   1   0   0   1   1   1   1 -
ACT504.28870__CP199221_5569_6145522_6146431_pos -          LysR_substrate       PF03466.25   1.4e-29  101.5   7.0   1.4e-29  101.5   7.0   1.5   2   0   0   2   2   1   1 -
ACT504.13105__CP199221_2537_2757297_2758176_pos -          LysR_substrate       PF03466.25   1.7e-29  101.2   5.6   2.2e-29  100.8   5.6   1.2   1   0   0   1   1   1   1 -
ACT504.08470__CP199221_1648_1808799_1809657_pos -          LysR_substrate       PF03466.25   1.8e-29  101.1   2.3   2.5e-29  100.6   2.3   1.2   1   0   0   1   1   1   1 -
ACT504.30230__CP199221_5831_6448496_6449405_neg -          LysR_substrate       PF03466.25   4.8e-29   99.7   0.8   4.8e-29   99.7   0.8   1.7   2   0   0   2   2   2   1 -
ACT504.11510__CP199221_2235_2429188_2430076_neg -          LysR_substrate       PF03466.25   1.5e-28   98.0   5.1   2.5e-28   97.3   5.1   1.4   1   0   0   1   1   1   1 -
ACT504.20575__CP199221_3981_4400384_4401287_pos -          LysR_substrate       PF03466.25   2.4e-28   97.4   3.8     3e-28   97.1   2.3   1.7   2   0   0   2   2   2   1 -
ACT504.01415__CP199221_274_295501_296452_pos    -          LysR_substrate       PF03466.25   2.8e-28   97.2   2.0   3.6e-28   96.8   2.0   1.2   1   0   0   1   1   1   1 -
ACT504.27250__CP199221_5252_5793853_5794750_pos -          LysR_substrate       PF03466.25   5.9e-28   96.1   4.4     1e-27   95.4   4.4   1.3   1   0   0   1   1   1   1 -
ACT504.22395__CP199221_4330_4766930_4767884_neg -          LysR_substrate       PF03466.25   1.1e-27   95.2   5.7   1.6e-27   94.7   5.7   1.2   1   0   0   1   1   1   1 -
ACT504.02390__CP199221_466_510592_511519_neg    -          LysR_substrate       PF03466.25   5.8e-27   92.9   7.6   5.8e-27   92.9   7.6   1.7   2   0   0   2   2   2   1 -
ACT504.00745__CP199221_144_153477_154395_pos    -          LysR_substrate       PF03466.25   2.7e-26   90.7   1.5   4.1e-26   90.1   1.5   1.2   1   0   0   1   1   1   1 -
ACT504.22555__CP199221_4361_4801877_4802807_pos -          LysR_substrate       PF03466.25   6.6e-26   89.4   0.9   6.6e-26   89.4   0.9   1.4   2   0   0   2   2   1   1 -
ACT504.16640__CP199221_3220_3592897_3593761_neg -          LysR_substrate       PF03466.25   1.3e-25   88.4   1.6   5.2e-25   86.5   1.6   1.9   1   1   0   1   1   1   1 -
ACT504.11020__CP199221_2143_2344762_2345617_neg -          LysR_substrate       PF03466.25   1.7e-24   84.8   0.6   2.4e-24   84.3   0.6   1.2   1   0   0   1   1   1   1 -
ACT504.08245__CP199221_1603_1763022_1763937_neg -          LysR_substrate       PF03466.25   1.8e-24   84.8  10.5   3.2e-24   83.9  10.5   1.4   1   0   0   1   1   1   1 -
ACT504.15565__CP199221_3010_3351429_3352332_neg -          LysR_substrate       PF03466.25   3.6e-23   80.5   1.9   4.6e-23   80.1   1.9   1.1   1   0   0   1   1   1   1 -
ACT504.13130__CP199221_2541_2764624_2765539_neg -          LysR_substrate       PF03466.25   1.9e-22   78.1   0.4   3.3e-22   77.3   0.4   1.3   1   0   0   1   1   1   1 -
ACT504.20065__CP199221_3881_4289897_4290764_pos -          LysR_substrate       PF03466.25   3.7e-22   77.2   6.7   6.1e-22   76.5   6.7   1.3   1   0   0   1   1   1   1 -
ACT504.00195__CP199221_36_38600_39488_pos       -          LysR_substrate       PF03466.25   4.2e-22   77.0  12.2   4.2e-22   77.0  12.2   1.6   2   0   0   2   2   1   1 -
ACT504.21480__CP199221_4158_4586157_4587063_pos -          LysR_substrate       PF03466.25   2.7e-21   74.3   0.5   4.2e-21   73.7   0.5   1.2   1   0   0   1   1   1   1 -
ACT504.10625__CP199221_2066_2265427_2266357_neg -          LysR_substrate       PF03466.25   3.4e-21   74.0   4.9   5.9e-21   73.2   4.9   1.3   1   0   0   1   1   1   1 -
ACT504.13700__CP199221_2653_2945908_2946829_pos -          LysR_substrate       PF03466.25   5.4e-19   66.8  12.1   9.6e-19   66.0  12.1   1.4   1   1   0   1   1   1   1 -
ACT504.19195__CP199221_3715_4108667_4109600_pos -          LysR_substrate       PF03466.25   9.7e-18   62.7   9.2   9.7e-18   62.7   9.2   1.8   2   0   0   2   2   2   1 -
ACT504.14250__CP199221_2757_3068576_3069503_neg -          LysR_substrate       PF03466.25   1.4e-17   62.2   0.0   3.4e-17   60.9   0.0   1.5   2   0   0   2   2   1   1 -
ACT504.11080__CP199221_2155_2358877_2359837_neg -          LysR_substrate       PF03466.25   5.6e-16   57.0   0.9   8.8e-16   56.3   0.9   1.3   1   0   0   1   1   1   1 -
ACT504.21310__CP199221_4125_4546611_4547610_pos -          LysR_substrate       PF03466.25   7.4e-15   53.3   0.0   1.2e-14   52.7   0.0   1.3   1   0   0   1   1   1   1 -
ACT504.23670__CP199221_4573_5052027_5052930_neg -          LysR_substrate       PF03466.25   1.1e-13   49.5   3.4   1.7e-13   48.9   3.4   1.2   1   0   0   1   1   1   1 -
ACT504.23000__CP199221_4446_4888302_4889289_neg -          LysR_substrate       PF03466.25   1.2e-08   33.0   8.5   3.9e-08   31.4   8.5   1.9   1   1   0   1   1   1   1 -
ACT504.05700__CP199221_1102_1213619_1214975_neg -          LysR_substrate       PF03466.25   2.9e-07   28.5   2.1   6.8e-05   20.8   0.5   2.4   1   1   1   2   2   2   1 -
ACT504.29225__CP199221_5638_6223063_6224005_neg -          LysR_substrate       PF03466.25   0.00014   19.7   1.9     0.012   13.4   0.0   3.2   4   0   0   4   4   3   1 -
ACT504.10890__CP199221_2118_2321750_2322548_pos -          LysR_substrate       PF03466.25    0.0046   14.8   0.1    0.0079   14.0   0.1   1.4   1   0   0   1   1   1   1 -
ACT504.29910__CP199221_5772_6378566_6379538_neg -          LysR_substrate       PF03466.25     0.013   13.4   0.1     0.043   11.6   0.0   1.8   2   0   0   2   2   1   0 -
ACT504.04265__CP199221_824_899770_900415_pos    -          LysR_substrate       PF03466.25     0.022   12.6   0.2       3.9    5.2   0.0   2.5   2   1   1   3   3   2   0 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /home/kcw2/data/example_run/path2/synteny_search_inputs/hmm_db/hmms/PF03466.HMM
# Target file:     /home/kcw2/data/example_run/path2/synteny_search_inputs/genome_db/GCA_054130235.1/labelled_peptides.faa
# Option settings: hmmsearch --tblout /home/kcw2/data/example_run/path2/synteny_search_outputs/results_65_67/genomes/GCA_054130235.1/hmmer_outputs/hmmer_output_PF03466.txt --cpu 47 /home/kcw2/data/example_run/path2/synteny_search_inputs/hmm_db/hmms/PF03466.HMM /home/kcw2/data/example_run/path2/synteny_search_inputs/genome_db/GCA_054130235.1/labelled_peptides.faa 
# Current dir:     /home/kcw2
# Date:            Tue Feb 10 16:21:23 2026
# [ok]
